,title,databaseId,Unnamed: 0,imdbID,genres,directors,actors,movielensID,year,country
7156,When Harry Tries to Marry,195828,15976,1535110,Comedy|Romance,Nayan Padrai,Rahul Rai,149836,2011.0,USA
7157,Ip Man 2,195837,40085,1386932,Action|History|Drama,Wilson Yip,"Donnie Yen, Xiaoming Huang, Sammo Kam-Bo Hung",79553,2010.0,Hong Kong
7158,Gordy,195867,26902,113199,Drama|Family|Fantasy,Mark Lewis,"Kristy Young, Doug Stone, James Donadio",243,1995.0,USA
7160,Easy Money,195922,41911,1291652,Drama|Thriller|Crime,Daniel Espinosa,"Joel Kinnaman, Matias Varela, Dragomir Mrsic",86244,2010.0,Sweden
7161,Baby Driver,195979,24308,3890160,Action|Crime,Edgar Wright,Ansel Elgort,171763,2017.0,UK
7162,Analyze This,196036,27023,122933,Comedy|Crime,Harold Ramis,"Robert De Niro, Billy Crystal, Lisa Kudrow",2539,1999.0,USA
7167,Paradise,196038,40420,102631,Drama|Family|Romance,Mary Agnes Donoghue,"Melanie Griffith, Don Johnson, Elijah Wood",8063,1991.0,USA
7168,The Amazing Spider-Man,196058,44615,948470,Action|Adventure|Fantasy,Marc Webb,"Andrew Garfield, Emma Stone, Rhys Ifans",95510,2012.0,USA
7169,August Rush,196132,34301,426931,Family|Drama|Music,Kirsten Sheridan,"Freddie Highmore, Keri Russell, Jonathan Rhys Meyers",55872,2007.0,USA
7170,The Thinning,196209,21748,5254868,Thriller,Michael J. Gallagher,Logan Paul,165635,2016.0,USA
7171,Risen,196230,16522,3231054,Action,Kevin Reynolds,Joseph Fiennes,151687,2016.0,USA
7172,Married to the Mob,196327,26699,95593,Comedy|Crime|Romance,Jonathan Demme,"Michelle Pfeiffer, Alec Baldwin, Paul Lazar",2247,1988.0,USA
7173,Broken City,196329,45831,1235522,Thriller|Crime|Drama,Allen Hughes,"Mark Wahlberg, Russell Crowe, Catherine Zeta-Jones",99957,2013.0,USA
7174,Sinister,196366,45080,1922777,Horror|Thriller|Mystery,Scott Derrickson,"Ethan Hawke, Juliet Rylance, James Ransone",97188,2012.0,USA
7175,Two for the Road,196450,27441,62407,Comedy|Drama|Romance,Stanley Donen,"Audrey Hepburn, Albert Finney, Eleanor Bron",26178,1967.0,UK
7176,Remember the Titans,196460,30716,210945,Drama,Boaz Yakin,"Denzel Washington, Will Patton, Wood Harris",3916,2000.0,USA
7177,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",196478,31131,363771,Adventure|Family|Fantasy,Andrew Adamson,"Tilda Swinton, Georgie Henley, William Moseley",41566,2005.0,USA
7178,Sixteen Candles,196481,26587,88128,Comedy|Romance,John Hughes,"Molly Ringwald, Anthony Michael Hall, Justin Henry",2144,1984.0,USA
7179,R.I.P.D.,196498,1039,790736,Fantasy|Action|Comedy|Crime,Robert Schwentke,"Ryan Reynolds, Jeff Bridges, Mary-Louise Parker",103655,2013.0,USA
7180,Fahrenheit 451,196529,35979,60390,Drama|Science Fiction,François Truffaut,"Oskar Werner, Julie Christie, Cyril Cusack",6305,1966.0,UK
7181,One Flew Over the Cuckoo's Nest,196692,5609,73486,Drama,Milos Forman,"Jack Nicholson, Louise Fletcher, Michael Berryman",1193,1975.0,USA
7182,Earth to Echo,196757,3778,2183034,Family|Adventure|Science Fiction,Dave Green,"Teo Halm, Astro, Reese Hartwig",113071,2014.0,USA
7183,The Purge: Anarchy,196809,3700,2975578,Horror|Thriller,James DeMonaco,"Frank Grillo, Carmen Ejogo, Zach Gilford",112818,2014.0,USA
7184,Lovers Like Us,196824,6794,73663,Romance|Adventure|Comedy,Jean-Paul Rappeneau,"Yves Montand, Catherine Deneuve, Luigi Vannucchi",123347,1975.0,France
7185,Let's Scare Jessica to Death,196829,27501,67341,Horror|Mystery|Thriller,John D. Hancock,"Zohra Lampert, Barton Heyman, Kevin O'Connor",26248,1971.0,USA
7186,Pumpkinhead,196833,30609,95925,Fantasy|Horror,Stan Winston,"Lance Henriksen, Jeff East, John D'Aquino",3840,1988.0,USA
7187,High Tension,196900,29768,338095,Horror|Thriller|Mystery,Alexandre Aja,"Cécile De France, Maïwenn, Philippe Nahon",33683,2003.0,France
7188,Pale Rider,196944,26871,89767,Romance|Western,Clint Eastwood,"Clint Eastwood, Michael Moriarty, Carrie Snodgress",2401,1985.0,USA
7189,Men of Honor,196951,30835,203019,Drama,George Tillman Jr.,"Cuba Gooding Jr., Robert De Niro, Charlize Theron",3980,2000.0,USA
7190,Personal Shopper,196957,23446,4714782,Drama|Mystery|Thriller,Olivier Assayas,Kristen Stewart,169764,2016.0,France
7191,Garfield Gets Real,197037,5845,1059793,Family|Animation|Comedy,Mark A.Z. Dippé,"Frank Welker, Rajia Baroudi, Gregg Berger",120438,2007.0,USA
7192,The Naked Gun: From the Files of Police Squad!,197041,30645,95705,Comedy|Crime,David Zucker,"Leslie Nielsen, Priscilla Presley, O.J. Simpson",3868,1988.0,USA
7193,¡Three Amigos!,197048,26955,92086,Comedy|Western,John Landis,"Steve Martin, Chevy Chase, Martin Short",2478,1986.0,USA
7194,Revolutionary Road,197052,36387,959337,Drama|Romance,Sam Mendes,"Leonardo DiCaprio, Kate Winslet, Christopher Fitzgerald",65130,2008.0,USA
7195,Limitless,197079,41364,1219289,Thriller|Mystery|Science Fiction,Neil Burger,"Bradley Cooper, Anna Friel, Abbie Cornish",84152,2011.0,USA
7196,Salmon Fishing in the Yemen,197086,44225,1441952,Drama,Lasse Hallström,"Ewan McGregor, Emily Blunt, Amr Waked",93740,2011.0,UK
7197,Agent Cody Banks,197127,36649,313911,Action,Harald Zwart,"Frankie Muniz, Hilary Duff, Andrew Francis",6624,2003.0,USA
7198,Ordinary People,197128,26377,81283,Drama,Robert Redford,"Donald Sutherland, Mary Tyler Moore, Judd Hirsch",1956,1980.0,USA
7199,"Lock, Stock and Two Smoking Barrels",197133,27027,120735,Comedy|Crime,Guy Ritchie,"Jason Flemyng, Dexter Fletcher, Nick Moran",2542,1998.0,UK
7200,Harsh Times,197144,32811,433387,Crime|Drama|Thriller|Action,David Ayer,"Christian Bale, Eva Longoria, Freddy Rodríguez",49314,2005.0,USA
7201,Superman Returns,197155,32154,348150,Adventure|Fantasy|Action|Science Fiction,Bryan Singer,"Brandon Routh, Kevin Spacey, Kate Bosworth",46530,2006.0,USA
7202,Airplane!,197200,28532,80339,Comedy,Jim Abrahams,"Robert Hays, Julie Hagerty, Leslie Nielsen",2791,1980.0,USA
7203,Interstellar,197213,2768,816692,Adventure|Drama|Science Fiction,Christopher Nolan,"Matthew McConaughey, Anne Hathaway, Jessica Chastain",109487,2014.0,USA
7204,Changing Lanes,197236,33602,264472,Action|Adventure|Crime|Thriller,Roger Michell,"Ben Affleck, Samuel L. Jackson, Kim Staunton",5293,2002.0,USA
7205,Summer of Sam,197244,28044,162677,Thriller|Drama|Crime|Romance,Spike Lee,"John Leguizamo, Adrien Brody, Mira Sorvino",2702,1999.0,USA
7208,Exposed,197245,42709,85513,Drama|Music,James Toback,"Nastassja Kinski, Rudolf Nureyev, Harvey Keitel",88417,1983.0,USA
7209,Superman: Unbound,197287,591,2617456,Animation|Action|Adventure,James Tucker,"Matt Bomer, Stana Katic, John Noble",102154,2013.0,USA
7211,Beyond a Reasonable Doubt,197292,38600,1183251,Crime|Drama|Mystery,Peter Hyams,"Jesse Metcalfe, Amber Tamblyn, Michael Douglas",73089,2009.0,USA
7212,Hatchet,197303,34630,422401,Comedy|Horror,Adam Green,"Kane Hodder, Joel David Moore, Deon Richmond",57421,2006.0,USA
7213,The Ex,197304,33587,458364,Comedy|Romance,Jesse Peretz,"Zach Braff, Amanda Peet, Charles Grodin",52867,2006.0,USA
7214,Fried Green Tomatoes,197322,7953,101921,Drama|Comedy,Jon Avnet,"Kathy Bates, Jessica Tandy, Mary Stuart Masterson",1271,1991.0,USA
7215,A Chorus Line,197345,36060,88915,Drama|Music,Richard Attenborough,"Michael Douglas, Terrence Mann, Michael Blevins",6345,1985.0,USA
7218,Hide and Seek,197388,29064,382077,Horror|Mystery|Thriller,John Polson,"Robert De Niro, Dakota Fanning, Famke Janssen",31427,2005.0,USA
7219,Zero Dark Thirty,197405,45551,1790885,Thriller|Drama|History,Kathryn Bigelow,"Jessica Chastain, Joel Edgerton, Chris Pratt",98961,2012.0,USA
7220,A Good Day to Die Hard,197410,176,1606378,Action|Thriller,John Moore,"Bruce Willis, Jai Courtney, Sebastian Koch",100498,2013.0,USA
7222,Invasion of the Body Snatchers,197414,37613,77745,Horror|Mystery|Science Fiction|Thriller,Philip Kaufman,"Donald Sutherland, Brooke Adams, Jeff Goldblum",7001,1978.0,USA
7224,Promised Land,197438,45714,2091473,Drama,Gus Van Sant,"Matt Damon, Frances McDormand, John Krasinski",99574,2012.0,USA
7225,Australia,197481,36132,455824,Adventure|Drama|Romance,Baz Luhrmann,"Nicole Kidman, Hugh Jackman, Shea Adams",63853,2008.0,Australia
7226,Field of Dreams,197498,8867,97351,Drama|Fantasy,Phil Alden Robinson,"Kevin Costner, James Earl Jones, Ray Liotta",1302,1989.0,USA
7227,Sister,197564,45796,2062969,Drama,Ursula Meier,"Léa Seydoux, Kacey Mottet Klein, Martin Compston",99841,2012.0,France
7228,Pompeii,197580,3207,1921064,Action|Adventure|History|Romance|Drama,Paul W.S. Anderson,"Kit Harington, Emily Browning, Kiefer Sutherland",110968,2014.0,Canada
7229,"I'm a Cyborg, But That's OK",197608,33661,497137,Drama|Comedy|Romance,Chan-wook Park,"Su-jeong Lim, Rain, Hie-jin Choi",53161,2006.0,South Korea
7230,Forks Over Knives,197667,44146,1567233,Documentary,Lee Fulkerson,"Lee Fulkerson, Matthew Lederman, Alona Pulde",93432,2011.0,USA
7231,The Empire Strikes Back,197690,5648,80684,Adventure|Action|Science Fiction,Irvin Kershner,"Mark Hamill, Harrison Ford, Carrie Fisher",1196,1980.0,USA
7232,Journey to Italy,197763,33792,46511,Romance|Drama,Roberto Rossellini,"Ingrid Bergman, George Sanders, Maria Mauban",53835,1954.0,Italy
7233,The Bourne Ultimatum,197769,33914,440963,Action|Drama|Mystery|Thriller,Paul Greengrass,"Matt Damon, Édgar Ramírez, Joan Allen",54286,2007.0,USA
7235,Rio,197772,41926,1436562,Animation|Adventure|Comedy|Family,Carlos Saldanha,"Jesse Eisenberg, Anne Hathaway, George Lopez",86298,2011.0,USA
7237,The Artist,197781,44002,1248290,,Mariano Cohn,"Alberto Laiseca, Sergio Pangaro, Andrés Duprat",92715,2008.0,Argentina
7238,31,197791,21082,3835080,Horror|Thriller,Rob Zombie,Malcolm McDowell,163981,2016.0,UK
7239,2012: Ice Age,197849,7578,1846444,Action|Adventure|Science Fiction,Travis Fort,Patrick Labyorteaux,125874,2011.0,USA
7241,Boys Don't Cry,197888,31343,238119,Comedy,Olaf Lubaszenko,"Maciej Stuhr, Cezary Pazura, Michal Milowicz",42634,2000.0,Poland
7242,The Hunger,197904,30152,85701,Horror|Romance,Tony Scott,"Catherine Deneuve, David Bowie, Susan Sarandon",3550,1983.0,UK
7243,An Officer and a Gentleman,197918,30928,84434,Drama|Romance,Taylor Hackford,"Richard Gere, Debra Winger, David Keith",4041,1982.0,USA
7244,For the Love of Spock,197932,21022,4572820,Documentary,Adam Nimoy,J.J. Abrams,163771,2016.0,Canada
7245,He Got Game,197940,26250,124718,Drama,Spike Lee,"Denzel Washington, Milla Jovovich, Ray Allen",1840,1998.0,USA
7246,Breakfast at Tiffany's,198004,43320,54698,Comedy|Drama|Romance,Blake Edwards,"Audrey Hepburn, George Peppard, Patricia Neal",902,1961.0,USA
7247,Three Colors: Blue,198046,28849,108394,Drama|Music|Mystery,Krzysztof Kieslowski,"Juliette Binoche, Zbigniew Zamachowski, Julie Delpy",307,1993.0,France
7248,Meet Dave,198146,35430,765476,Comedy|Science Fiction|Adventure|Family,Brian Robbins,"Eddie Murphy, Elizabeth Banks, Gabrielle Union",60516,2008.0,USA
7249,Julie,198181,31532,49388,Thriller,Andrew L. Stone,"Doris Day, Louis Jourdan, Barry Sullivan",43626,1956.0,USA
7250,The American President,198226,2926,112346,Comedy|Drama|Romance,Rob Reiner,"Michael Douglas, Annette Bening, Martin Sheen",11,1995.0,USA
7251,Being Elmo: A Puppeteer's Journey,198252,43775,1787660,Documentary|Family,Constance Marks,"Kevin Clash, Whoopi Goldberg, Frank Oz",91869,2011.0,USA
7252,The Pest,198274,14492,119887,Action|Comedy,Paul Miller,"John Leguizamo, Jeffrey Jones, Freddy Rodríguez",1456,1997.0,USA
7253,Neighbor,198310,20443,1362103,Horror|Thriller,Robert A. Masciantonio,America Olivo,162278,2009.0,USA
7254,Vexille,198327,45291,970472,Animation|Science Fiction|Action,Fumihiko Sori,"Meisa Kuroki, Shôsuke Tanihara, Yasuko Matsuyuki",98019,2007.0,Japan
7255,Babel,198342,32195,449467,Drama,Alejandro González Iñárritu,"Brad Pitt, Cate Blanchett, Gael García Bernal",46723,2006.0,France
7257,Wanderlust,198344,44488,1655460,Comedy,David Wain,"Jennifer Aniston, Paul Rudd, Malin Akerman",94953,2012.0,USA
7258,Crank: High Voltage,198346,37101,1121931,Action|Thriller|Crime,Mark Neveldine,"Jason Statham, Amy Smart, Clifton Collins Jr.",68205,2009.0,USA
7259,Lake Placid vs. Anaconda,198391,11891,4497416,Action|Horror,A.B. Stone,Corin Nemec,138602,2015.0,USA
7260,Eyes Wide Shut,198397,28088,120663,Mystery|Drama,Stanley Kubrick,"Tom Cruise, Nicole Kidman, Todd Field",2712,1999.0,UK
7261,Funny Girl,198403,32766,62994,Comedy|Drama|Music|Romance,William Wyler,"Barbra Streisand, Omar Sharif, Kay Medford",4912,1968.0,USA
7263,Adrift,198411,40823,1499639,Drama,Bui Thac Chuyên,"Duy Khoa Nguyen, Johnny Nguyen, Nhu Quynh Nguyen",82013,2009.0,Vietnam
7264,Trog,198420,41246,66492,Horror,Freddie Francis,"Joan Crawford, Michael Gough, Bernard Kay",83660,1970.0,UK
7265,"The Goods: Live Hard, Sell Hard",198425,37763,1092633,Comedy,Neal Brennan,"Jeremy Piven, Ving Rhames, David Koechner",70565,2009.0,USA
7266,Paul Blart: Mall Cop,198460,36551,1114740,Action|Adventure|Comedy|Family,Steve Carr,"Kevin James, Keir O'Donnell, Jayma Mays",65802,2009.0,USA
7268,Gaslight,198470,43438,36855,Drama|Mystery|Thriller|Crime,George Cukor,"Charles Boyer, Ingrid Bergman, Joseph Cotten",906,1944.0,USA
7269,Red Sonja,198471,26839,89893,Adventure|Fantasy|Action,Richard Fleischer,"Arnold Schwarzenegger, Brigitte Nielsen, Sandahl Bergman",2373,1985.0,Netherlands
7270,Walk Like a Man,198472,38771,94288,Comedy,Melvin Frank,"Christopher Lloyd, Howie Mandel, Cloris Leachman",7359,1987.0,USA
7273,The Hole,198518,40572,1085779,Thriller|Adventure|Fantasy,Joe Dante,"Chris Massoglia, Haley Bennett, Nathan Gamble",81164,2009.0,USA
7274,Grown Ups,198562,39948,1375670,Comedy,Dennis Dugan,"Adam Sandler, Salma Hayek, Kevin James",79134,2010.0,USA
7275,Who Am I,198588,4180,3042408,Thriller,Baran bo Odar,"Tom Schilling, Elyas M'Barek, Wotan Wilke Möhring",114494,2014.0,Germany
7276,Rangoon,198616,22637,4909752,War|History|Drama|Romance,Vishal Bhardwaj,Shahid Kapoor,167840,2017.0,India
7277,"Planes, Trains and Automobiles",198619,30874,93748,Comedy,John Hughes,"Steve Martin, John Candy, Laila Robins",4002,1987.0,USA
7278,Cloudy with a Chance of Meatballs,198626,37994,844471,Animation|Comedy|Family,Phil Lord,"Anna Faris, Bill Hader, Bruce Campbell",71264,2009.0,USA
7279,Don't Tell Mom the Babysitter's Dead,198643,30926,101757,Comedy|Family,Stephen Herek,"Christina Applegate, Joanna Cassidy, John Getz",4040,1991.0,USA
7283,The Child,198690,31831,456396,Drama|Romance,Jean-Pierre Dardenne,"Jérémie Renier, Déborah François, Jérémie Segard",44937,2005.0,Belgium
7284,Get Rich or Die Tryin',198699,30958,430308,Drama,Jim Sheridan,"50 Cent, Joy Bryant, Adewale Akinnuoye-Agbaje",40574,2005.0,USA
7285,Home Alone 4,198723,41418,329200,Crime|Comedy|Family,Rod Daniel,"French Stewart, Erick Avari, Barbara Babcock",84312,2002.0,USA
7286,Blades of Glory,198742,33442,445934,Comedy,Josh Gordon,"Will Ferrell, Jon Heder, Amy Poehler",52245,2007.0,USA
7288,Flawless,198750,34613,780516,Crime|Drama|Thriller,Michael Radford,"Demi Moore, Michael Caine, Lambert Wilson",57353,2007.0,UK
7289,Brick Mansions,198791,3178,1430612,Action|Crime|Drama,Camille Delamarre,"Paul Walker, David Belle, RZA",110826,2014.0,France
7290,Barbarella,198803,36917,62711,Science Fiction,Roger Vadim,"Jane Fonda, John Phillip Law, Anita Pallenberg",674,1968.0,France
7291,Big Eden,198861,31492,212815,Drama|Romance,Thomas Bezucha,"Arye Gross, Eric Schweig, Tim DeKay",4342,2000.0,USA
7292,Beyond Skyline,198865,24051,1724970,Action|Science Fiction,Liam O'Donnell,Frank Grillo,171207,2017.0,UK
7293,Courageous,198877,44109,1630036,Drama,Alex Kendrick,"Alex Kendrick, Ken Bevel, Kevin Downes",93265,2011.0,USA
7294,Revenge of the Nerds II: Nerds in Paradise,198887,31252,93857,Comedy,Joe Roth,"Robert Carradine, Curtis Armstrong, Larry B. Scott",4215,1987.0,USA
7295,The Wood,198894,28096,161100,Comedy|Drama|Romance,Rick Famuyiwa,"Elayn J. Taylor, Omar Epps, Richard T. Jones",2714,1999.0,USA
7296,Alila,198918,38654,349079,Comedy|Drama,Amos Gitai,"Yaël Abecassis, Hana Laszlo, Uri Klauzner",7322,2003.0,Israel
7297,Running with Scissors,198931,32636,439289,Drama|Comedy,Ryan Murphy,"Joseph Cross, Annette Bening, Brian Cox",48560,2006.0,USA
7298,The Ninth Configuration,198960,33405,81237,Comedy|Drama|Horror|Thriller,William Peter Blatty,"Stacy Keach, Scott Wilson, Jason Miller",5208,1980.0,USA
7299,Superman III,198961,27641,86393,Comedy|Action|Adventure|Fantasy|Science Fiction,Richard Lester,"Christopher Reeve, Richard Pryor, Margot Kidder",2642,1983.0,UK
7301,Rear Window,198967,43379,47396,Drama|Mystery|Thriller,Alfred Hitchcock,"James Stewart, Grace Kelly, Wendell Corey",904,1954.0,USA
7302,Popeye,198973,26524,81353,Action|Adventure|Comedy|Family|Music,Robert Altman,"Robin Williams, Shelley Duvall, Ray Walston",2088,1980.0,USA
7303,Batman Begins,198977,29796,372784,Action|Crime|Drama,Christopher Nolan,"Christian Bale, Michael Caine, Ken Watanabe",33794,2005.0,USA
7304,For Love of the Game,199067,28615,126916,Drama|Romance,Sam Raimi,"Kevin Costner, Kelly Preston, John C. Reilly",2861,1999.0,USA
7305,The Expendables 2,199081,43658,1764651,Action|Adventure|Thriller,Simon West,"Sylvester Stallone, Liam Hemsworth, Randy Couture",91485,2012.0,USA
7306,Prince of Persia: The Sands of Time,199119,39658,473075,Adventure|Fantasy|Action|Romance,Mike Newell,"Jake Gyllenhaal, Gemma Arterton, Ben Kingsley",78105,2010.0,USA
7307,"Houston, We Have a Problem!",199161,18663,5518022,Documentary,Ziga Virc,Slavoj Zizek,157308,2016.0,Slovenia
7308,The Negotiator,199184,26491,120768,Action|Adventure|Crime|Drama|Mystery|Thriller,F. Gary Gray,"Samuel L. Jackson, Kevin Spacey, David Morse",2058,1998.0,Germany
7310,The Alamo,199204,38820,318974,Western|History|War,John Lee Hancock,"Dennis Quaid, Billy Bob Thornton, Emilio Echevarría",7379,2004.0,USA
7311,Everybody Wants Some!!,199246,18325,2937696,Comedy,Richard Linklater,Blake Jenner,156371,2016.0,USA
7313,Alice Through the Looking Glass,199297,19228,2567026,Adventure|Family|Fantasy,James Bobin,Mia Wasikowska,158813,2016.0,USA
7314,Witching & Bitching,199326,3130,2404738,Comedy|Horror,Álex de la Iglesia,"Hugo Silva, Mario Casas, Pepón Nieto",110645,2013.0,Spain
7315,Black Hawk Down,199385,32978,265086,Action|History|War,Ridley Scott,"Josh Hartnett, Ewan McGregor, Tom Sizemore",5010,2001.0,USA
7316,Silent Hill,199449,31868,384537,Horror|Mystery,Christophe Gans,"Radha Mitchell, Laurie Holden, Sean Bean",45081,2006.0,Canada
7317,Bowling for Columbine,199451,34481,310793,Documentary,Michael Moore,"Michael Moore, Charlton Heston, Marilyn Manson",5669,2002.0,Canada
7318,City of Angels,199453,26245,120632,Drama|Fantasy|Romance,Brad Silberling,"Nicolas Cage, Meg Ryan, Andre Braugher",1835,1998.0,Germany
7319,The Missing Person,199468,40426,1105512,Comedy|Drama|Mystery|Thriller,Noah Buschel,"Michael Shannon, Frank Wood, Amy Ryan",80653,2009.0,USA
7320,The Best Little Whorehouse in Texas,199473,35082,83642,Comedy,Colin Higgins,"Burt Reynolds, Dolly Parton, Dom DeLuise",5927,1982.0,USA
7323,Stalingrad,199539,39227,108211,Drama|History|War,Joseph Vilsmaier,"Dominique Horwitz, Thomas Kretschmann, Sebastian Rudolph",760,1993.0,Germany
7324,The Benefactor,199612,20042,3165630,Drama,Andrew Renzi,Richard Gere,161066,2015.0,USA
7325,Desperado,199642,20751,112851,Thriller|Action|Crime,Robert Rodriguez,"Antonio Banderas, Salma Hayek, Joaquim de Almeida",163,1995.0,USA
7326,Bring It On: Fight to the Finish,199656,2740,1349482,Comedy,Bille Woodruff,"Christina Milian, Vanessa Born, Cody Longo",109416,2009.0,USA
7327,The Thin Blue Line,199674,5506,96257,Crime|Documentary|Mystery,Errol Morris,"Randall Adams, David Harris, Gus Rose",1189,1988.0,USA
7329,The Stepfather,199680,38202,814335,Horror|Thriller|Mystery,Nelson McCormick,"Penn Badgley, Dylan Walsh, Sela Ward",71878,2009.0,USA
7330,American Wedding,199710,36562,328828,Comedy|Romance,Jesse Dylan,"Jason Biggs, Alyson Hannigan, Seann William Scott",6586,2003.0,USA
7331,King Arthur,199734,41960,349683,Adventure|War|History,Antoine Fuqua,"Clive Owen, Stephen Dillane, Keira Knightley",8640,2004.0,USA
7333,Superbad,199831,33959,829482,Comedy,Greg Mottola,"Michael Cera, Jonah Hill, Christopher Mintz-Plasse",54503,2007.0,USA
7334,What a Girl Wants,199847,35899,286788,Comedy,Dennie Gordon,"Amanda Bynes, Colin Firth, Kelly Preston",6266,2003.0,USA
7335,Captain America II: Death Too Soon,199867,740,78938,Action|Drama|Science Fiction|TV Movie,Ivan Nagy,"Reb Brown, Connie Sellecca, Len Birman",102749,1979.0,USA
7336,Strangers on a Train,199888,26633,44079,Crime|Drama|Thriller,Alfred Hitchcock,"Farley Granger, Robert Walker, Ruth Roman",2186,1951.0,USA
7338,Out Cold,199901,32739,253798,Comedy,Brendan Malloy,"Flex Alexander, David Denman, A.J. Cook",4900,2001.0,USA
7339,Penthouse,199917,825,24435,Crime|Drama|Mystery,W.S. Van Dyke,"Warner Baxter, Myrna Loy, Charles Butterworth",103006,1933.0,USA
7340,Never Let Me Go,199930,40517,1334260,Drama|Romance|Science Fiction,Mark Romanek,"Keira Knightley, Carey Mulligan, Andrew Garfield",80969,2010.0,UK
7344,Captive,199941,42306,362496,Drama|Foreign,Gaston Biraben,"Bárbara Lombardo, Susana Campos, Hugo Arana",87296,2004.0,Argentina
7345,Some Like It Hot,199989,43537,53291,Comedy|Romance,Billy Wilder,"Marilyn Monroe, Tony Curtis, Jack Lemmon",910,1959.0,USA
7348,Night Train,199993,36578,1020055,Thriller|Action|Crime,Brian King,"Danny Glover, Leelee Sobieski, Steve Zahn",65927,2009.0,USA
7349,Destination Moon,199996,29783,42393,Science Fiction,Irving Pichel,"John Archer, Warner Anderson, Tom Powers",3375,1950.0,USA
7351,The Reader,200009,36274,976051,Drama|Romance,Stephen Daldry,"Kate Winslet, Ralph Fiennes, Bruno Ganz",64622,2008.0,USA
7352,Vegas Vacation,200011,14639,120434,Comedy,Stephen Kessler,"Chevy Chase, Beverly D'Angelo, Randy Quaid",1461,1997.0,USA
7355,The Pit and the Pendulum,200058,39307,100369,Horror,Stuart Gordon,"Lance Henriksen, Stephen Lee, William J. Norris",76298,1991.0,USA
7356,Tom and Huck,200075,40221,112302,Action|Adventure|Drama|Family,Peter Hewitt,"Jonathan Taylor Thomas, Brad Renfro, Charles Rocket",8,1995.0,USA
7357,A Very Long Engagement,200078,28397,344510,Drama,Jean-Pierre Jeunet,"Audrey Tautou, Gaspard Ulliel, Jodie Foster",27721,2004.0,France
7358,St. Vincent,200089,4366,2170593,Comedy,Theodore Melfi,"Bill Murray, Melissa McCarthy, Naomi Watts",115231,2014.0,USA
7359,The Last Gangster,200156,6822,29118,Crime|Drama|Thriller,Edward Ludwig,Edward G. Robinson,123425,1937.0,USA
7360,Layer Cake,200177,28480,375912,Drama|Thriller|Crime,Matthew Vaughn,"Daniel Craig, Sienna Miller, Michael Gambon",27831,2004.0,UK
7361,Coach Carter,200199,29009,393162,Drama,Thomas Carter,"Samuel L. Jackson, Rick Gonzalez, Robert Ri'chard",31225,2005.0,USA
7362,The Expendables 3,200204,3720,2333784,Action|Adventure|Thriller,Patrick Hughes,"Sylvester Stallone, Jason Statham, Jet Li",112897,2014.0,USA
7365,Prey,200217,23468,4291700,Horror|Thriller,Dick Maas,Abbey Hoes,169808,2016.0,Netherlands
7366,Disaster Movie,200256,35643,1213644,Action|Comedy,Jason Friedberg,"Carmen Electra, Vanessa Lachey, Nicole Parker",61348,2008.0,USA
7369,The Innocents,200261,19974,4370784,Drama|History,Anne Fontaine,Lou de Laâge,160876,2016.0,France
7370,"Murder, My Sweet",200334,2003,37101,Crime|Drama|Mystery|Thriller,Edward Dmytryk,"Dick Powell, Claire Trevor, Anne Shirley",1069,1944.0,USA
7372,Darkness,200338,28246,273517,Horror,Jaume Balagueró,"Anna Paquin, Lena Olin, Iain Glen",27434,2002.0,USA
7373,Poseidon,200348,31937,409182,Adventure|Action|Drama|Thriller,Wolfgang Petersen,"Richard Dreyfuss, Kurt Russell, Emmy Rossum",45442,2006.0,USA
7374,A Bridge Too Far,200356,40153,75784,Drama|History|War,Richard Attenborough,"Sean Connery, Ryan O'Neal, Michael Caine",7980,1977.0,USA
7375,Magic in the Moonlight,200416,3819,2870756,Comedy|Drama|Romance,Woody Allen,"Colin Firth, Emma Stone, Marcia Gay Harden",113225,2014.0,USA
7376,The Exorcist III,200438,26424,99528,Thriller|Horror|Mystery,William Peter Blatty,"George C. Scott, Ed Flanders, Brad Dourif",1999,1990.0,USA
7377,Lake Placid,200506,28090,139414,Horror|Comedy|Action|Science Fiction|Thriller,Steve Miner,"Bridget Fonda, Bill Pullman, Oliver Platt",2713,1999.0,USA
7378,H.,200582,21766,3666210,Thriller|Drama|Science Fiction,Rania Attieh,Robin Bartlett,165675,2014.0,USA
7379,What We Do Is Secret,200590,18784,384683,Drama,Rodger Grossman,Shane West,157683,2008.0,USA
7380,Joe Dirt,200635,31309,245686,Mystery|Adventure|Comedy|Romance|Drama,Dennie Gordon,"David Spade, Brittany Daniel, Dennis Miller",4247,2001.0,USA
7381,Mermaids,200654,31239,100140,Comedy|Drama|Romance,Richard Benjamin,"Cher, Bob Hoskins, Winona Ryder",4205,1990.0,USA
7382,Shottas,200711,45084,281190,Action|Adventure|Crime|Drama,Cess Silvera,"Ky-Mani Marley, Spragga Benz, Louie Rankin",97196,2002.0,USA
7383,The Lord of the Rings: The Return of the King,200712,38090,167260,Adventure|Fantasy|Action,Peter Jackson,"Elijah Wood, Viggo Mortensen, Ian McKellen",7153,2003.0,USA
7384,Cell 211,200719,38410,1242422,Action|Thriller|Drama,Daniel Monzón,"Luis Tosar, Alberto Ammann, Antonio Resines",72554,2009.0,Spain
